name_key,state,lat,lng
addieville,IL,38.3913,-89.4865
addington,OK,34.2431,-97.9661
addis,LA,30.3695,-91.2636
addison,IL,41.9308,-88.0090
addison,TX,32.9637,-96.8338
addison,AL,34.2027,-87.1780
addison,NY,42.1063,-77.2320
addison,MI,41.9859,-84.3491
addison,PA,39.7452,-79.3343
addison (webster springs),WV,38.4777,-80.4053
addy,WA,48.3589,-117.8372
addyston,OH,39.1381,-84.7128
adel,GA,31.1248,-83.4255
adel,IA,41.6094,-94.0127
adelanto,CA,34.5809,-117.4395
adeline,IL,42.1406,-89.4919
adelino,NM,34.7064,-106.7318
adell,WI,43.6204,-87.9459
adelphi,MD,38.9971,-76.9668
adelphi,OH,39.4645,-82.7461
adena,OH,40.2167,-80.8762
adin,CA,41.1993,-120.9568
adjuntas,PR,18.1638,-66.7235
admire,KS,38.6410,-96.1020
adona,AR,35.0399,-92.8991
adrian,MI,41.8988,-84.0448
adrian,MO,38.3963,-94.3430
adrian,GA,32.5300,-82.5915
adrian,MN,43.6336,-95.9328
adrian,WV,38.9069,-80.2729
adrian,TX,35.2741,-102.6672
adrian,OR,43.7408,-117.0709
advance,NC,35.9458,-80.3922
advance,MI,45.2177,-85.0786
advance,MO,37.1037,-89.9117
advance,IN,39.9956,-86.6199
adwolf,VA,36.7980,-81.5936
aetna estates,CO,39.7381,-104.6732
affton,MO,38.5499,-90.3264
afton,MN,44.8988,-92.8191
afton,WY,42.7263,-110.9320
afton,VA,38.0222,-78.8334
afton,OK,36.6965,-94.9575
afton,NY,42.2292,-75.5247
afton,IA,41.0276,-94.1953
agar,SD,44.8397,-100.0734
agawam,MA,42.0639,-72.6530
agency,SD,45.5813,-97.0720
agency,MO,39.6555,-94.7483
agency,IA,40.9970,-92.3073
agenda,KS,39.7066,-97.4322
ages,KY,36.8594,-83.2416
agnew,NE,41.0142,-96.8143
agoura hills,CA,34.1489,-118.7639
agra,OK,35.8949,-96.8702
agra,KS,39.7613,-99.1194
agricola,MS,30.8138,-88.5249
agua dulce,CA,34.5017,-118.3207
agua dulce,TX,31.6549,-106.1369
agua fria,NM,35.6616,-106.0148
aguada,PR,18.3803,-67.1884
aguadilla,PR,18.4384,-67.1548
aguanga,CA,33.4522,-116.8555
aguas buenas,PR,18.2582,-66.1064
aguas claras,PR,18.2447,-65.6662
aguila,AZ,33.9374,-113.1673
aguilar,CO,37.4036,-104.6550
aguilares,TX,27.4516,-99.0932
aguilita,PR,18.0285,-66.5341
ahmeek,MI,47.2984,-88.3972
ahoskie,NC,36.2841,-76.9901
ahtanum,WA,46.5570,-120.6148
ahuimanu,HI,21.4379,-157.8403
ahwahnee,CA,37.3654,-119.7166
ai,OH,41.6261,-83.9427
aibonito,PR,18.1401,-66.2664
aiea,HI,21.3853,-157.9247
aiken,SC,33.5316,-81.7251
ailey,GA,32.1884,-82.5756
ainaloa,HI,19.5215,-154.9944
ainsworth,NE,42.5484,-99.8575
ainsworth,IA,41.2901,-91.5543
air force academy,CO,38.9942,-104.8639
airmont,NY,41.0992,-74.0979
airport,CA,37.6339,-120.9720
airport drive,MO,37.1405,-94.5162
airport heights,TX,26.4087,-98.8367
airport road addition,TX,27.2190,-98.0981
airway heights,WA,47.6459,-117.5792
aitkin,MN,46.5266,-93.7050
ajo,AZ,32.3923,-112.8839
ak chin,AZ,32.2873,-112.0091
ak-chin,AZ,33.0196,-112.0809
akaska,SD,45.3310,-100.1209
akeley,MN,47.0004,-94.7282
akhiok,AK,56.9483,-154.2153
akiachak,AK,60.9210,-161.4022
akiak,AK,60.9128,-161.2162
akins,OK,35.5040,-94.6668
akron,OH,41.0805,-81.5214
akron,CO,40.1635,-103.2203
akron,NY,43.0180,-78.4978
akron,IA,42.8268,-96.5570
akron,PA,40.1578,-76.2034
akron,MI,43.5667,-83.5143
akron,AL,32.8791,-87.7409
akron,IN,41.0388,-86.0249
akutan,AK,54.1400,-165.7630
akwesasne,NY,44.9686,-74.6660
alabaster,AL,33.2144,-86.8231
alachua,FL,29.7652,-82.4751
alafaya,FL,28.5284,-81.1857
alakanuk,AK,62.7110,-164.6497
alamance,NC,36.0278,-79.4890
alameda,CA,37.7419,-122.2599
alamillo,NM,34.2519,-106.9158
alamo,NM,34.4184,-107.5125
alamo,CA,37.8548,-122.0136
alamo,TX,26.1810,-98.1175
alamo,NV,37.3770,-115.1678
alamo,TN,35.7829,-89.1169
alamo,GA,32.1476,-82.7798
alamo,ND,48.5820,-103.4674
alamo,IN,39.9834,-87.0552
alamo beach,TX,28.5723,-96.5642
alamo heights,TX,29.4828,-98.4682
alamo lake,AZ,34.2559,-113.5003
alamogordo,NM,32.8836,-105.9636
alamosa,CO,37.4745,-105.8770
alamosa east,CO,37.4767,-105.8397
alanreed,TX,35.2120,-100.7326
alanson,MI,45.4425,-84.7869
alapaha,GA,31.3831,-83.2237
alatna,AK,66.5634,-152.8376
alba,MI,44.9786,-84.9695
alba,TX,32.7867,-95.6325
alba,PA,41.7059,-76.8276
alba,MO,37.2372,-94.4176
albany,GA,31.5781,-84.1762
albany,NY,42.6657,-73.7984
albany,OR,44.6269,-123.0967
albany,WY,41.1869,-106.1255
albany,OK,33.8745,-96.1552
albany,MO,40.2479,-94.3335
albany,KY,36.6905,-85.1355
albany,MN,45.6267,-94.5632
albany,IN,40.3060,-85.2322
albany,CA,37.8907,-122.3181
albany,TX,32.7273,-99.2957
albany,VT,44.7299,-72.3818
albany,OH,39.2265,-82.1947
albany,LA,30.4992,-90.5838
albany,WI,42.7071,-89.4369
albany,IL,41.7861,-90.2164
albee,SD,45.0513,-96.5535
albemarle,NC,35.3581,-80.1912
albers,IL,38.5436,-89.6173
albert,IA,42.7816,-94.9491
albert,KS,38.4540,-99.0111
albert lea,MN,43.6543,-93.3641
alberta,VA,36.8540,-77.8940
alberta,MN,45.5749,-96.0504
alberton,MT,47.0044,-114.4853
albertson,NY,40.7716,-73.6482
albertville,AL,34.2631,-86.2107
albertville,MN,45.2360,-93.6627
albia,IA,41.0265,-92.8038
albin,WY,41.4169,-104.1015
albion,MI,42.2479,-84.7592
albion,NY,43.2460,-78.1902
albion,IL,38.3766,-88.0576
albion,IN,41.3966,-85.4187
albion,CA,39.2253,-123.7576
albion,NE,41.6880,-97.9998
albion,PA,41.8900,-80.3648
albion,IA,42.1125,-92.9886
albion,ID,42.4098,-113.5804
albion,WA,46.7916,-117.2512
albion,OK,34.6621,-95.0994
albright,WV,39.4947,-79.6398
albrightsville,PA,41.0117,-75.6068
albuquerque,NM,35.1048,-106.6468
alburgh,VT,44.9767,-73.3026
alburnett,IA,42.1489,-91.6201
alburtis,PA,40.5066,-75.6002
alcalde,NM,36.0854,-106.0575
alcan border,AK,62.7031,-141.1936
alcester,SD,43.0276,-96.6268
alcoa,TN,35.8148,-83.9681
alcolu,SC,33.7591,-80.2249
alcorn state university,MS,31.8792,-91.1406
alcova,WY,42.5533,-106.7295
alda,NE,40.8666,-98.4681
aldan,PA,39.9224,-75.2881
alden,NY,42.8989,-78.4946
alden,IA,42.5115,-93.3806
alden,MN,43.6675,-93.5699
alden,MI,44.8792,-85.2730
alden,KS,38.2438,-98.3117
alden,IL,42.4586,-88.5185
alder,WA,46.7820,-122.2612
alder,MT,45.3216,-112.1092
alderpoint,CA,40.1613,-123.6157
alderson,WV,37.7297,-80.6420
alderson,OK,34.9006,-95.6894
alderton,WA,47.1763,-122.2224
alderwood manor,WA,47.8146,-122.2673
aldie,VA,38.9761,-77.6480
aldine,TX,29.9134,-95.3774
aldora,GA,33.0504,-84.1776
aldrich,MN,46.3747,-94.9394
aldrich,MO,37.5487,-93.5511
aledo,TX,32.6983,-97.6084
aledo,IL,41.1986,-90.7464
aleknagik,AK,59.2890,-158.6643
aleneva,AK,58.0591,-152.9090
alex,OK,34.9228,-97.7763
alexander,AL,32.9167,-85.9406
alexander,IA,42.8044,-93.4786
alexander,AR,34.6186,-92.4512
alexander,ND,47.8381,-103.6432
alexander,IL,39.7218,-90.0368
alexander,NY,42.9020,-78.2591
alexander,KS,38.4694,-99.5530
alexandria,LA,31.2934,-92.4702
alexandria,MN,45.8772,-95.3770
alexandria,VA,38.8193,-77.0837
alexandria,AL,33.7608,-85.8720
alexandria,KY,38.9678,-84.3846
alexandria,IN,40.2630,-85.6737
alexandria,TN,36.0772,-86.0318
alexandria,SD,43.6540,-97.7799
alexandria,NE,40.2475,-97.3878
alexandria,MO,40.3599,-91.4594
alexandria,OH,40.0903,-82.6125
alexandria,PA,40.5584,-78.0999
alexandria bay,NY,44.3372,-75.9227
alexis,NC,35.3943,-81.1231
alexis,IL,41.0629,-90.5554
alfarata,PA,40.6619,-77.4559
alford,FL,30.6966,-85.3957
alford,IN,38.4932,-87.2462
alfordsville,IN,38.5603,-86.9486
alfred,ME,43.4786,-70.7271
alfred,TX,27.8741,-97.9799
alfred,NY,42.2543,-77.7896
alger,WA,48.6103,-122.3293
alger,OH,40.7098,-83.8440
algiers,VT,42.8200,-72.5796
algodones,NM,35.3707,-106.4889
algoma,MS,34.1795,-89.0381
algoma,WI,44.6057,-87.4480
algona,IA,43.0763,-94.2317
algona,WA,47.2820,-122.2505
algonac,MI,42.6209,-82.5339
algonquin,IL,42.1595,-88.3219
algonquin,MD,38.5899,-76.0916
algood,TN,36.2000,-85.4468
alhambra,CA,34.0836,-118.1364
alhambra,IL,38.8874,-89.7369
alhambra valley,CA,37.9667,-122.1360
ali chuk,AZ,31.8169,-112.5584
ali chukson,AZ,31.9115,-111.8016
ali molina,AZ,31.9025,-111.7804
alianza,PR,18.4534,-66.8556
alice,TX,27.7556,-98.0658
alice,ND,46.7600,-97.5562
alice acres,TX,27.7119,-98.1080
aliceville,AL,33.1237,-88.1593
alicia,AR,35.8929,-91.0834
aline,OK,36.5097,-98.4487
aliquippa,PA,40.6158,-80.2552
aliso viejo,CA,33.5792,-117.7289
alix,AR,35.4220,-93.7288
allakaket,AK,66.5419,-152.5830
allamuchy,NJ,40.9314,-74.8117
allardt,TN,36.3811,-84.8814
alleene,AR,33.7648,-94.2622
allegan,MI,42.5311,-85.8392
allegany,NY,42.0906,-78.4896
alleghany,CA,39.4667,-120.8411
alleghenyville,PA,40.2341,-75.9776
alleman,IA,41.8152,-93.6126
allen,TX,33.1097,-96.6730
allen,SD,43.2791,-101.9265
allen,OK,34.8776,-96.4129
allen,MD,38.2884,-75.6931
allen,NE,42.4144,-96.8432
allen,KS,38.6551,-96.1696
allen,KY,37.6116,-82.7291
allen,MI,41.9579,-84.7684
allen park,MI,42.2595,-83.2104
allendale,MI,42.9820,-85.9441
allendale,CA,38.4430,-121.9833
allendale,SC,33.0080,-81.3092
allendale,NJ,41.0327,-74.1338
allendale,MO,40.4853,-94.2887
allendale,IL,38.5276,-87.7103
allenhurst,GA,31.7799,-81.6113
allenhurst,NJ,40.2359,-74.0024
allenport,PA,40.0888,-79.8594
allens grove,WI,42.5783,-88.7668
allenspark,CO,40.2313,-105.5180
allensville,PA,40.5293,-77.8112
allensville,KY,36.7170,-87.0686
allensworth,CA,35.8499,-119.3892
allenton,WI,43.4219,-88.3448
allentown,FL,30.7705,-87.0844
allentown,PA,40.5936,-75.4784
allentown,GA,32.5847,-83.2302
allentown,NJ,40.1786,-74.5901
allenville,IL,39.5583,-88.5387
allenville,MO,37.2218,-89.7555
allenwood,NJ,40.1354,-74.0981
allenwood,PA,41.1081,-76.8982
allerton,IA,40.7083,-93.3686
allerton,IL,39.9161,-87.9353
allgood,AL,33.9076,-86.5161
alliance,OH,40.9112,-81.1198
alliance,NE,42.1026,-102.8762
alliance,NC,35.1435,-76.8085
alligator,MS,34.0898,-90.7226
allison,IA,42.7520,-92.7957
allison,TX,35.6120,-100.1115
allison,PA,39.9853,-79.8731
allison gap,VA,36.8998,-81.7869
allison park,PA,40.5730,-79.9603
allisonia,VA,36.9369,-80.7188
allouez,WI,44.4723,-88.0262
alloway,NJ,39.5616,-75.3453
allport,PA,40.9665,-78.2049
allport,AR,34.5399,-91.7839
allyn,WA,47.3868,-122.8393
alma,GA,31.5433,-82.4756
alma,MI,43.3803,-84.6544
alma,AR,35.4924,-94.2139
alma,TX,32.2762,-96.5432
alma,WI,44.3398,-91.9185
alma,NM,33.3845,-108.8944
alma,NE,40.1036,-99.3657
alma,IL,38.7229,-88.9117
alma,KS,39.0157,-96.2871
alma,CO,39.2861,-106.0689
alma,MO,39.0964,-93.5478
alma center,WI,44.4370,-90.9128
almanor,CA,40.2145,-121.1762
almedia,PA,41.0143,-76.3846
almena,WI,45.4149,-92.0383
almena,KS,39.8913,-99.7096
almira,WA,47.7106,-118.9370
almond,WI,44.2610,-89.4086
almond,NY,42.3193,-77.7386
almont,ND,46.7283,-101.5027
almont,MI,42.9208,-83.0435
almyra,AR,34.4057,-91.4108
aloha,OR,45.4919,-122.8726
alondra park,CA,33.8902,-118.3357
alonzaville,VA,38.9278,-78.5509
alpaugh,CA,35.8890,-119.4858
alpena,MI,45.0745,-83.4436
alpena,SD,44.1834,-98.3684
alpena,AR,36.2927,-93.3036
alpha,NJ,40.6594,-75.1571
alpha,MI,46.0440,-88.3784
alpha,IL,41.1917,-90.3805
alpha,MN,43.6376,-94.8711
alpharetta,GA,34.0709,-84.2726
alpine,CA,32.8425,-116.7559
alpine,UT,40.4630,-111.7724
alpine,NJ,40.9688,-73.9169
alpine,TX,30.3639,-103.6645
alpine,AR,34.2269,-93.3783
alpine,CO,37.6878,-106.5861
alpine,WY,43.1604,-111.0148
alpine,OR,44.3303,-123.3628
alpine,AZ,33.8455,-109.1437
alpine northeast,WY,43.1938,-111.0072
alpine northwest,WY,43.1838,-111.0356
alsace manor,PA,40.3972,-75.8557
alsea,OR,44.3818,-123.5958
alsen,ND,48.6305,-98.7043
alsey,IL,39.5594,-90.4336
alsip,IL,41.6703,-87.7371
alston,GA,32.0866,-82.4802
alta,WY,43.7736,-111.0313
alta,UT,40.5824,-111.6203
alta,CA,39.2157,-120.7985
alta,IA,42.6717,-95.3045
alta sierra,CA,39.1262,-121.0491
alta vista,IA,43.1967,-92.4169
alta vista,KS,38.8629,-96.4888
altadena,CA,34.1922,-118.1356
altamahaw,NC,36.1939,-79.5066
altamont,TN,35.4339,-85.7386
altamont,OR,42.1978,-121.7248
altamont,KS,37.1852,-95.2919
altamont,IL,39.0561,-88.7469
altamont,NY,42.7053,-74.0336
altamont,SD,44.8408,-96.6902
altamont,PA,40.7850,-76.2169
altamont,MO,39.8880,-94.0870
altamont,UT,40.3590,-110.2880
altamonte springs,FL,28.6610,-81.3947
altavista,VA,37.1234,-79.2834
altenburg,MO,37.6304,-89.5859
altha,FL,30.5734,-85.1261
altheimer,AR,34.3274,-91.8473
altmar,NY,43.5124,-76.0056
alto,TX,31.6510,-95.0708
alto,GA,34.4650,-83.5726
alto,WI,43.6676,-88.7924
alto,CA,37.9056,-122.5187
alto bonito heights,TX,26.3158,-98.6413
alto pass,IL,37.5737,-89.3195
alton,IL,38.9039,-90.1512
alton,TX,26.2888,-98.3106
alton,UT,37.4265,-112.5103
alton,IA,42.9877,-96.0095
alton,MO,36.6908,-91.3917
alton,NH,43.4564,-71.2223
alton,KS,39.4678,-98.9486
alton,IN,38.1201,-86.4186
altona,NY,44.8901,-73.6596
altona,CO,40.1219,-105.2962
altona,IL,41.1151,-90.1648
altona,IN,41.3522,-85.1525
altoona,IA,41.6506,-93.4800
altoona,PA,40.5081,-78.4011
altoona,WI,44.8000,-91.4396
altoona,WA,46.2697,-123.6212
altoona,AL,34.0400,-86.3052
altoona,KS,37.5245,-95.6615
altoona,FL,28.9687,-81.6481
altura,MN,44.0642,-91.9436
alturas,FL,27.8421,-81.6816
alturas,CA,41.4891,-120.5513
altus,OK,34.6571,-99.3090
altus,AR,35.4468,-93.7644
alum creek,WV,38.2890,-81.8386
alum rock,CA,37.3694,-121.8238
alva,FL,26.7215,-81.6243
alva,OK,36.7896,-98.6649
alvan (alvin),IL,40.3070,-87.6069
alvarado,TX,32.4094,-97.2108
alvarado,MN,48.1929,-96.9985
alverda,PA,40.6345,-78.8584
alvin,TX,29.4248,-95.2244
alvo,NE,40.8723,-96.3866
alvord,TX,33.3570,-97.6960
alvord,IA,43.3417,-96.3037
alvordton,OH,41.6636,-84.4343
alzada,MT,45.0205,-104.4128
ama,LA,29.9435,-90.2956
amada acres,TX,26.3433,-98.7393
amado,AZ,31.6974,-111.0608
amador,CA,38.4190,-120.8233
amador pines,CA,38.4896,-120.5333
amagansett,NY,40.9834,-72.1301
amagon,AR,35.5632,-91.1094
amalga,UT,41.8563,-111.8972
amana,IA,41.8036,-91.8752
amanda,OH,39.6501,-82.7417
amanda park,WA,47.4539,-123.9251
amargosa,TX,27.8929,-98.1089
amargosa valley,NV,36.5434,-116.4839
amarillo,TX,35.1981,-101.8331
amasa,MI,46.2288,-88.4582
amaya,TX,28.7139,-99.8358
amazonia,MO,39.8894,-94.8923
amber,OK,35.1602,-97.8821
amberg,WI,45.5061,-87.9876
amberley,OH,39.2035,-84.4283
ambia,IN,40.4893,-87.5163
ambler,AK,67.0809,-157.9056
ambler,PA,40.1564,-75.2215
amboy,WA,45.9159,-122.4889
amboy,IL,41.7159,-89.3409
amboy,IN,40.6028,-85.9274
amboy,MN,43.8879,-94.1583
ambridge,PA,40.5916,-80.2269
ambridge heights,PA,40.5928,-80.2141
ambrose,GA,31.5951,-83.0149
ambrose,ND,48.9559,-103.4813
amelia,OH,39.0269,-84.2181
amelia,LA,29.6632,-91.1109
amelia court house,VA,37.3359,-77.9866
amenia,ND,47.0065,-97.2241
amenia,NY,41.8482,-73.5556
american canyon,CA,38.1790,-122.2596
american falls,ID,42.7828,-112.8542
american fork,UT,40.3779,-111.7951
americus,GA,32.0744,-84.2228
americus,KS,38.5064,-96.2613
americus,IN,40.5257,-86.7628
amery,WI,45.3046,-92.3634
ames,IA,42.0263,-93.6213
ames,TX,30.0451,-94.7373
ames,KS,39.5689,-97.4510
ames,NE,41.4485,-96.6263
ames,OK,36.2470,-98.1861
ames,NY,42.8375,-74.6017
ames lake,WA,47.6340,-121.9606
amesbury,MA,42.8513,-70.9558
amesti,CA,36.9595,-121.7817
amesville,OH,39.4013,-81.9551
amherst,MA,42.3635,-72.5073
amherst,OH,41.4053,-82.2317
amherst,VA,37.5819,-79.0520
amherst,WI,44.4483,-89.2817
amherst,TX,34.0120,-102.4148
amherst,NH,42.8636,-71.6238
amherst,CO,40.6832,-102.1726
amherst,NE,40.8384,-99.2695
amherst junction,WI,44.4685,-89.3172
amherstdale,WV,37.7826,-81.8271
amidon,ND,46.4822,-103.3196
amistad,TX,29.5245,-101.1530
amite,LA,30.7322,-90.5153
amity,AR,34.2662,-93.4634
amity,IN,39.4270,-86.0039
amity,OR,45.1162,-123.1997
amity,MO,39.8683,-94.4347
amity gardens,PA,40.2694,-75.7308
amityville,NY,40.6698,-73.4158
ammon,ID,43.4750,-111.9596
amo,IN,39.6889,-86.6127
amonate,VA,37.1906,-81.6406
amoret,MO,38.2548,-94.5873
amorita,OK,36.9240,-98.2936
amory,MS,33.9818,-88.4826
ampere north,NJ,40.7757,-74.1918
amsterdam,NY,42.9416,-74.1906
amsterdam,MT,45.7383,-111.3391
amsterdam,MO,38.3495,-94.5891
amsterdam,OH,40.4717,-80.9217
anacoco,LA,31.2569,-93.3465
anaconda-deer lodge county,MT,46.0947,-113.1416
anacortes,WA,48.4887,-122.6240
anacua,TX,26.3856,-98.9192
anadarko,OK,35.0653,-98.2445
anaheim,CA,33.8555,-117.7587
anahola,HI,22.1464,-159.3146
anahuac,TX,29.7652,-94.6785
anaktuvuk pass,AK,68.1498,-151.6971
anamoose,ND,47.8831,-100.2423
anamosa,IA,42.1088,-91.2752
anatone,WA,46.1354,-117.1325
anawalt,WV,37.3365,-81.4406
anchor,IL,40.5681,-88.5385
anchor bay,CA,38.8127,-123.5703
anchor point,AK,59.7474,-151.6957
anchorage,AK,61.1743,-149.2843
anchorage,KY,38.2698,-85.5376
ancient oaks,PA,40.5361,-75.5858
andale,KS,37.7913,-97.6274
andalusia,AL,31.3094,-86.4780
andalusia,IL,41.4359,-90.7139
andalusia,PA,40.0683,-74.9721
anderson,AK,64.3083,-149.1632
anderson,IN,40.0898,-85.6894
anderson,SC,34.5215,-82.6435
anderson,CA,40.4498,-122.2951
anderson,MO,36.6531,-94.4441
anderson,AL,34.9157,-87.2743
anderson,NJ,40.7613,-74.9256
anderson,SD,43.5194,-96.6142
anderson,TX,30.4868,-95.9903
anderson,IA,40.7983,-95.6085
anderson creek,NC,35.2771,-78.9602
anderson island,WA,47.1499,-122.6817
andersonville,OH,39.4339,-83.0190
andersonville,TN,36.1970,-84.0331
andersonville,GA,32.1974,-84.1456
andersonville,IN,39.5005,-85.2859
andes,NY,42.1876,-74.7803
andover,MN,45.2524,-93.3374
andover,KS,37.6889,-97.1350
andover,MA,42.6557,-71.1422
andover,OH,41.6062,-80.5684
andover,NJ,40.9857,-74.7437
andover,NY,42.1570,-77.7961
andover,IL,41.2949,-90.2907
andover,SD,45.4102,-97.9037
andover,IA,41.9801,-90.2528
andres,IL,41.3710,-87.8815
andrew,IA,42.1532,-90.5923
andrews,TX,32.3213,-102.5518
andrews,FL,29.5496,-82.8883
andrews,SC,33.4495,-79.5660
andrews,NC,35.1990,-83.8258
andrews,IN,40.8599,-85.6021
andrews afb,MD,38.8098,-76.8692
anegam,AZ,32.3742,-112.0350
aneta,ND,47.6797,-97.9890
aneth,UT,37.2065,-109.1652
angel fire,NM,36.3781,-105.2589
angelica,NY,42.3055,-78.0206
angelica,WI,44.6750,-88.3216
angels,CA,38.0710,-120.5517
angie,LA,30.9613,-89.8211
angier,NC,35.5119,-78.7399
angle inlet,MN,49.3474,-95.0698
angleton,TX,29.1718,-95.4293
angola,IN,41.6411,-85.0110
angola,NY,42.6379,-79.0295
angola on the lake,NY,42.6550,-79.0522
angoon,AK,57.4413,-134.4784
angostura,SD,43.3189,-103.3907
anguilla,MS,32.9719,-90.8283
angus,TX,31.9995,-96.4277
angustura,NM,36.7128,-107.9172
angwin,CA,38.5779,-122.4512
aniak,AK,61.5788,-159.5474
animas,NM,31.9449,-108.8065
animas,PR,18.4457,-66.6364
anita,IA,41.4437,-94.7660
aniwa,WI,45.0100,-89.2079
ankeny,IA,41.7302,-93.6011
anmoore,WV,39.2563,-80.2940
ann arbor,MI,42.2761,-83.7309
anna,TX,33.3482,-96.5535
anna,IL,37.4611,-89.2375
anna,OH,40.3954,-84.1757
anna maria,FL,27.5298,-82.7337
annabella,UT,38.7060,-112.0586
annada,MO,39.2623,-90.8287
annandale,VA,38.8328,-77.1962
annandale,MN,45.2596,-94.1210
annandale,NJ,40.6468,-74.8881
annapolis,MD,38.9722,-76.5053
annapolis,MO,37.3611,-90.6958
annapolis,IL,39.1430,-87.8171
annapolis neck,MD,38.9366,-76.4981
annawan,IL,41.3964,-89.8906
annetta,TX,32.7013,-97.6694
annetta north,TX,32.7128,-97.6424
annetta south,TX,32.6727,-97.6166
annex,OR,44.2342,-116.9924
anniston,AL,33.6735,-85.8109
anniston,MO,36.8243,-89.3267
annona,TX,33.5818,-94.9131
annville,KY,37.3317,-83.9628
annville,PA,40.3325,-76.5077
anoka,MN,45.2144,-93.3916
anoka,NE,42.9460,-98.8285
anoka,IN,40.7235,-86.2851
anon raices,PR,18.1391,-66.5858
anselmo,NE,41.6186,-99.8646
ansley,NE,41.2873,-99.3825
anson,TX,32.7545,-99.8962
anson,ME,44.7967,-69.9002
ansonia,CT,41.3442,-73.0698
ansonia,OH,40.2132,-84.6348
ansonville,NC,35.1042,-80.1097
ansted,WV,38.1354,-81.1035
antares,AZ,35.4230,-113.8083
antelope,CA,38.7153,-121.3610
antelope,SD,43.3097,-100.6299
antelope,OR,44.9113,-120.7236
antelope,MT,48.6897,-104.4540
antelope hills,WY,43.0811,-106.3126
anthem,AZ,33.8468,-112.1270
anthon,IA,42.3881,-95.8655
anthony,TX,31.9867,-106.5986
anthony,KS,37.1585,-98.0428
anthony,NM,32.0131,-106.5984
